DATASET,NLME_RESULT_ID,NLME_CURVE_ID,COSMIC_ID,CELL_LINE_NAME,SANGER_MODEL_ID,TCGA_DESC,DRUG_ID,DRUG_NAME,PUTATIVE_TARGET,PATHWAY_NAME,COMPANY_ID,WEBRELEASE,MIN_CONC,MAX_CONC,LN_IC50,AUC,RMSE,Z_SCORE
GDSC1,342,15742852,909702,RPMI-8402,SIDM00403,ALL,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.024928,0.509421,0.074342,-1.427203
GDSC1,342,15743246,909703,RS4-11,SIDM01086,ALL,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.010851,0.668727,0.128548,-0.783296
GDSC1,342,15743639,909704,RT-112,SIDM00402,BLCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.767817,0.695536,0.09368,-0.628977
GDSC1,342,15743984,909706,RVH-421,SIDM00401,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.301225,0.879576,0.139059,0.6848
GDSC1,342,15744336,909707,Saos-2,SIDM01084,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.717433,0.681428,0.118069,-0.596985
GDSC1,342,15744681,909708,SAS,SIDM00351,HNSC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.119227,0.493843,0.093532,-1.48708
GDSC1,342,15745026,909709,SCC-9,SIDM01080,HNSC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.536909,0.820086,0.063163,0.199483
GDSC1,342,15745369,909711,SCH,SIDM00383,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.425889,0.924714,0.093846,0.763957
GDSC1,342,15745747,909712,SF126,SIDM00382,GBM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.013179,0.662937,0.178412,-0.784774
GDSC1,342,15746138,909713,SH-4,SIDM01079,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.942728,0.913111,0.042041,1.092134
GDSC1,342,15746746,909716,SJRH30,SIDM01095,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.918418,0.364913,0.204476,-1.994541
GDSC1,342,15747096,909717,SJSA-1,SIDM01112,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.513496,0.582463,0.161081,-1.10246
GDSC1,342,15747488,909718,SK-CO-1,SIDM01096,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.303747,0.623561,0.088383,-0.969275
GDSC1,342,15747662,909719,SK-HEP-1,SIDM01110,LIHC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.165594,0.834649,0.053844,-0.03629
GDSC1,342,15748005,909720,SK-LMS-1,SIDM01109,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.659545,0.567859,0.170658,-1.195196
GDSC1,342,15748397,909721,SK-LU-1,SIDM01108,LUAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.108217,0.788337,0.130278,-0.072723
GDSC1,342,15748752,909722,SKM-1,SIDM00380,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.123086,0.771634,0.181983,-0.219593
GDSC1,342,15749021,909723,SK-MEL-1,SIDM01107,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.734998,0.909357,0.116001,0.960231
GDSC1,342,15749415,909724,SK-MEL-3,SIDM01105,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.316997,0.909152,0.101307,0.694814
GDSC1,342,15750104,909726,SK-MEL-30,SIDM00392,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.874458,0.880882,0.139204,0.413816
GDSC1,342,15750445,909727,SK-MEL-31,SIDM01104,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.140732,0.879404,0.135165,0.582892
GDSC1,342,15750614,909728,SK-MES-1,SIDM01103,LUSC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.25278,0.761948,0.115516,-0.301945
GDSC1,342,15750967,909729,SK-MG-1,SIDM00379,GBM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.911742,0.678464,0.113216,-0.720365
GDSC1,342,15751314,909731,SK-PN-DW,SIDM01097,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.742745,0.702323,0.201237,-0.613057
GDSC1,342,15751695,909732,SK-UT-1,SIDM01113,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.609175,0.576126,0.081733,-1.163213
GDSC1,342,15752069,909735,SNG-M,SIDM00373,UCEC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.602473,0.718102,0.079197,-0.523988
GDSC1,342,15752413,909736,SNU-387,SIDM01180,LIHC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.044337,0.649866,0.167665,-0.804559
GDSC1,342,15752755,909737,SNU-423,SIDM01199,LIHC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.666179,0.708374,0.207792,-0.56444
GDSC1,342,15753097,909738,SNU-449,SIDM01194,LIHC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.147504,0.89621,0.071806,0.587191
GDSC1,342,15753621,909740,SNU-C2B,SIDM00781,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.820579,0.912838,0.128078,1.014573
GDSC1,342,15754204,909743,SUP-T1,SIDM01154,ALL,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.709704,0.713805,0.225636,-0.592077
GDSC1,342,15754590,909744,SW13,SIDM00814,ACC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.796996,0.697948,0.068975,-0.647505
GDSC1,342,15754930,909745,SW1088,SIDM01155,GBM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.030412,0.870976,0.080774,0.512842
GDSC1,342,15755277,909746,SW1116,SIDM00835,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.122298,0.847748,0.24934,0.571186
GDSC1,342,15755581,909747,SW1417,SIDM00812,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.369114,0.950576,0.069726,1.362876
GDSC1,342,15755928,909748,SW1463,SIDM00834,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.92176,0.880323,0.118985,1.07882
GDSC1,342,15756273,909749,SW1710,SIDM00420,BLCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.256616,0.828705,0.080002,0.021506
GDSC1,342,15756627,909750,SW1783,SIDM01164,LGG,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.794326,0.904242,0.091627,0.362934
GDSC1,342,15756968,909751,SW48,SIDM00837,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.605323,0.573127,0.265943,-1.160767
GDSC1,342,15757309,909753,SW626,SIDM01168,OV,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.749694,0.855209,0.054877,0.334595
GDSC1,342,15757658,909754,SW684,SIDM01175,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,3.049436,0.953644,0.086429,1.794859
GDSC1,342,15758050,909755,SW837,SIDM00833,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.613714,0.945579,0.093581,1.518189
GDSC1,342,15758393,909756,SW872,SIDM01159,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.801947,0.70473,0.05803,-0.650648
GDSC1,342,15758787,909757,SW948,SIDM00832,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.800723,0.841658,0.186126,0.366997
GDSC1,342,15759136,909758,SW962,SIDM01178,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.338908,0.821803,0.142872,0.073759
GDSC1,342,15759523,909759,SW982,SIDM01161,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-3.959636,0.222745,0.094143,-2.655681
GDSC1,342,15759898,909761,T84,SIDM00782,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.642366,0.970543,0.055146,1.536382
GDSC1,342,15760249,909769,TGBC1TKB,SIDM00252,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.960831,0.89789,0.077008,0.46866
GDSC1,342,15760640,909770,TGBC11TKB,SIDM00251,STAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.009137,0.913879,0.156772,0.499333
GDSC1,342,15760987,909771,THP-1,SIDM01172,LAML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.944394,0.990306,0.023365,1.72816
GDSC1,342,15761764,909774,TYK-nu,SIDM00321,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.349423,0.755623,0.054741,-0.36331
GDSC1,342,15762113,909776,U-2-OS,SIDM01191,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.642844,0.565158,0.133561,-1.184592
GDSC1,342,15762455,909777,U-698-M,SIDM00424,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.08459,0.799798,0.127528,-0.087725
GDSC1,342,15762841,909778,UACC-893,SIDM01186,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.306288,0.948434,0.112828,1.322983
GDSC1,342,15763183,909779,UMC-11,SIDM01183,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.480763,0.981891,0.170907,1.433769
GDSC1,342,15763527,909781,VMRC-RCZ,SIDM00317,KIRC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.536646,0.836703,0.0613,0.199316
GDSC1,342,15763874,909784,WM-115,SIDM01000,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.145991,0.879355,0.062763,0.586231
GDSC1,342,15764223,909785,WSU-NHL,SIDM00412,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.558759,0.586232,0.142709,-1.1312
GDSC1,342,15764605,909904,YAPC,SIDM00411,PAAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.455191,0.901407,0.064903,0.782563
GDSC1,342,15764951,909905,YH-13,SIDM00316,GBM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.352197,0.614527,0.171066,-1.00004
GDSC1,342,15765303,909907,ZR-75-30,SIDM00971,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.13756,0.913121,0.125656,1.215846
GDSC1,342,15765645,909974,RCC10RGB,SIDM00235,KIRC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.781438,0.916784,0.054986,1.624688
GDSC1,342,15766006,909975,KURAMOCHI,SIDM00554,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.165879,0.886478,0.213826,0.598859
GDSC1,342,15766400,909976,KM-H2,SIDM01018,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.848615,0.992296,0.054869,1.667344
GDSC1,342,15766787,909977,HuO-3N1,SIDM00584,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.228023,0.775797,0.173771,0.00335
GDSC1,342,15767133,910079,OE19,SIDM00479,ESCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.070611,0.77842,0.220279,-0.186273
GDSC1,342,15767479,910209,SUP-B8,SIDM01177,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,3.789762,0.978861,0.05043,2.264942
GDSC1,342,15767645,910399,NCI-H838,SIDM01150,LUAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.651748,0.710796,0.124418,-0.555277
GDSC1,342,15767989,910401,Ramos-2G6-4C10,SIDM01247,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.090379,0.811132,0.139054,-0.198825
GDSC1,342,15768376,910544,RPMI-8866,SIDM00482,LCML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.06208,0.803942,0.065103,-0.180856
GDSC1,342,15768751,910545,QIMR-WIL,SIDM00467,LAML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.236918,0.917407,0.098471,0.643967
GDSC1,342,15769137,910546,PSN1,SIDM00469,PAAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.675193,0.568991,0.119267,-1.205132
GDSC1,342,15769521,910548,OAW-42,SIDM00480,OV,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.304894,0.823614,0.028753,0.052161
GDSC1,342,15769865,910549,OE33,SIDM00477,ESCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.033241,0.776469,0.175567,-0.162544
GDSC1,342,15770212,910554,CW-2,SIDM00282,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.201004,0.79792,0.236903,-0.013806
GDSC1,342,15770599,910566,CMK,SIDM00959,LAML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.285518,0.872537,0.062767,0.039858
GDSC1,342,15770768,910567,CHP-126,SIDM00286,NB,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.136079,0.954617,0.030809,1.214905
GDSC1,342,15771085,910568,CGTH-W-1,SIDM01248,THCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.48629,0.435041,0.127854,-1.720153
GDSC1,342,15771439,910569,COLO-320-HSR,SIDM00842,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.143116,0.83022,0.223523,-0.050563
GDSC1,342,15771825,910687,ATN-1,SIDM00233,ALL,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.315199,0.62178,0.137281,-0.976547
GDSC1,342,15772213,910688,CESS,SIDM00917,LAML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.5876,0.958659,0.045347,0.866639
GDSC1,342,15772593,910689,COLO-678,SIDM00957,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.963159,0.932917,0.147661,1.105107
GDSC1,342,15772940,910691,COLO-684,SIDM00142,UCEC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.796433,0.931701,0.064283,0.999241
GDSC1,342,15773338,910692,COLO-668,SIDM00143,SCLC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.234143,0.770267,0.051747,-0.290111
GDSC1,342,15773731,910694,LN-405,SIDM00343,GBM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.377522,0.951951,0.096723,1.368214
GDSC1,342,15774076,910695,TGBC24TKB,SIDM00267,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.328242,0.839321,0.132535,0.066986
GDSC1,342,15774448,910697,A388,SIDM00794,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.192695,0.758501,0.189443,-0.263792
GDSC1,342,15774842,910698,BFTC-909,SIDM00988,KIRC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.180545,0.639247,0.110132,-0.891046
GDSC1,342,15775187,910700,C2BBe1,SIDM01233,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.658964,0.562038,0.064009,-1.194828
GDSC1,342,15775546,910701,SCC-25,SIDM01082,HNSC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.575513,0.856271,0.140322,0.223996
GDSC1,342,15775893,910702,AsPC-1,SIDM00899,PAAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.469843,0.783732,0.098126,0.156898
GDSC1,342,15776217,910703,CA46,SIDM00907,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.526254,0.967425,0.055037,1.462654
GDSC1,342,15776601,910704,AU565,SIDM00898,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.304634,0.827019,0.215085,0.051996
GDSC1,342,15777307,910706,BL-41,SIDM00985,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.406209,0.620031,0.089792,-1.034336
GDSC1,342,15777697,910710,BV-173,SIDM00962,LCML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-3.730022,0.24674,0.268595,-2.509884
GDSC1,342,15778079,910779,IA-LM,SIDM00306,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.208798,0.893024,0.08979,0.626112
GDSC1,342,15778456,910780,TGW,SIDM00324,NB,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.491426,0.758661,0.23097,-0.453477
GDSC1,342,15778855,910781,AN3-CA,SIDM00901,UCEC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.503028,0.844127,0.14097,0.17797
GDSC1,342,15779199,910784,A204,SIDM00798,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.296654,0.60687,0.137336,-0.964772
GDSC1,342,15779545,910849,NY,SIDM00569,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.217118,0.897656,0.179715,0.631394
GDSC1,342,15779896,910850,C3A,SIDM01237,LIHC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.915466,0.88975,0.101842,0.439855
GDSC1,342,15780241,910851,A427,SIDM00810,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-3.105639,0.342792,0.076718,-2.11342
GDSC1,342,15780590,910852,CAL-85-1,SIDM00928,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.889283,0.850909,0.087421,0.423229
GDSC1,342,15780936,910853,CHL-1,SIDM01228,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.116693,0.796306,0.075102,-0.215534
GDSC1,342,15781283,910861,RL,SIDM01089,DLBC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.413122,0.854942,0.116573,0.120882
GDSC1,342,15781677,910899,NCI-H146,SIDM00698,SCLC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.032959,0.927612,0.096741,0.514459
GDSC1,342,15781898,910900,NCI-H1651,SIDM00744,LUAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.169316,0.908952,0.090847,0.601041
GDSC1,342,15782252,910903,RPMI-7951,SIDM01087,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.132578,0.651559,0.123885,-0.860588
GDSC1,342,15782573,910904,SCC-4,SIDM01081,HNSC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.268155,0.753577,0.109667,-0.311707
GDSC1,342,15782901,910905,SNU-C1,SIDM01197,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,4.049756,0.960978,0.049536,2.43003
GDSC1,342,15783299,910906,ST486,SIDM01198,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.169372,0.792362,0.241042,-0.248983
GDSC1,342,15783685,910907,SW1990,SIDM01165,PAAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.548175,0.826728,0.15264,0.206636
GDSC1,342,15784232,910911,SCC-15,SIDM01083,HNSC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.111315,0.76227,0.236242,-0.212119
GDSC1,342,15784620,910915,CAPAN-2,SIDM00943,PAAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.218466,0.879416,0.079496,0.63225
GDSC1,342,15784948,910916,CAL-27,SIDM00937,HNSC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.390143,0.848639,0.115398,0.106291
GDSC1,342,15785519,910919,BC-1,SIDM00896,DLBC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.446401,0.98738,0.018679,1.41195
GDSC1,342,15785904,910920,A704,SIDM00849,KIRC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.652631,0.882663,0.117987,0.272963
GDSC1,342,15786251,910921,A101D,SIDM00801,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.118597,0.757539,0.070251,-0.216742
GDSC1,342,15786638,910922,769-P,SIDM00803,KIRC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.509208,0.5872,0.147128,-1.099737
GDSC1,342,15786978,910924,23132-87,SIDM00980,STAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.689481,0.562163,0.055992,-1.214205
GDSC1,342,15787322,910925,A431,SIDM00995,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.159572,0.835102,0.144432,-0.040114
GDSC1,342,15787668,910926,BFTC-905,SIDM00989,BLCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.086978,0.498749,0.147186,-1.466602
GDSC1,342,15787994,910927,CAL-51,SIDM00933,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.242776,0.635172,0.042548,-0.930561
GDSC1,342,15788555,910931,RERF-LC-MS,SIDM00355,LUAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.582564,0.853098,0.052985,0.228472
GDSC1,342,15788906,910932,GAK,SIDM00543,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.834407,0.89988,0.129654,0.388385
GDSC1,342,15789294,910933,AM-38,SIDM00492,GBM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.27237,0.83209,0.132024,0.031509
GDSC1,342,15789680,910934,A4-Fuk,SIDM00502,DLBC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.015782,0.804632,0.058681,-0.131416
GDSC1,342,15790042,910935,A3-KAW,SIDM00495,DLBC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.168212,0.862143,0.120735,-0.034628
GDSC1,342,15790428,910936,DOK,SIDM00540,HNSC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.512943,0.808947,0.08607,0.184265
GDSC1,342,15790765,910937,COR-L279,SIDM00511,SCLC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.391492,0.995209,0.016159,1.377085
GDSC1,342,15791092,910942,NEC8,SIDM00243,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.030974,0.508301,0.186933,-1.431042
GDSC1,342,15791456,910943,CAS-1,SIDM00212,GBM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.707234,0.908212,0.030968,0.942602
GDSC1,342,15791849,910944,ALL-PO,SIDM00211,ALL,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.236116,0.62885,0.128834,-0.926332
GDSC1,342,15792243,910947,OCI-AML2,SIDM00446,LAML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.303042,0.887864,0.176916,0.050985
GDSC1,342,15792622,910948,MFM-223,SIDM00332,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.446896,0.834279,0.17918,0.142328
GDSC1,342,15793022,910951,CML-T1,SIDM00958,LCML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.749213,0.390333,0.163754,-1.887101
GDSC1,342,15793206,910952,CAL-54,SIDM00932,KIRC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.348652,0.747598,0.159838,-0.36282
GDSC1,342,15793553,911905,EFO-21,SIDM01052,OV,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.60647,0.895912,0.11132,0.878621
GDSC1,342,15793901,917486,LS-1034,SIDM00681,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,3.026321,0.975529,0.08355,1.780181
GDSC1,342,15794295,924100,22RV1,SIDM00499,PRAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.208275,0.807578,0.137373,-0.00919
GDSC1,342,15794648,924102,8505C,SIDM00996,THCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.305753,0.832693,0.129902,0.052706
GDSC1,342,15794989,924104,B-CPAP,SIDM00992,THCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.664507,0.728154,0.166354,-0.563378
GDSC1,342,15795334,924105,BPH-1,SIDM00964,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.27601,0.816983,0.149622,0.03382
GDSC1,342,15795896,924107,CAL-39,SIDM00935,CESC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.004696,0.80323,0.075688,-0.144419
GDSC1,342,15796242,924108,CaR-1,SIDM00488,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.534246,0.94086,0.043631,1.467729
GDSC1,342,15796587,924110,HDLM-2,SIDM01064,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.787753,0.945661,0.041821,0.993729
GDSC1,342,15796974,924111,HO-1-N-1,SIDM00592,HNSC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.394417,0.762396,0.105411,-0.39188
GDSC1,342,15797319,924151,HTC-C3,SIDM00496,THCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.550082,0.719891,0.064473,-0.490722
GDSC1,342,15797665,924186,KGN,SIDM00302,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.307456,0.902284,0.131057,0.688756
GDSC1,342,15798054,924187,KLE,SIDM00686,UCEC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.68704,0.937437,0.057297,1.564748
GDSC1,342,15798424,924188,KNS-81-FD,SIDM01210,LGG,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.116198,0.855011,0.290847,0.567313
